Date,Adj Close,Normalised Returns,Position Value,Daily Returns
2015-01-02,2058.2,1.0,100000.0,
2015-01-05,2020.6,0.9817316101447867,98173.16101447867,-0.018268389855213285
2015-01-06,2002.6,0.9729861043630357,97298.61043630357,-0.008908245075719967
2015-01-07,2025.9,0.9843066757360802,98430.66757360802,0.011634874662938222
2015-01-08,2062.1,1.0018948595860462,100189.48595860462,0.017868601609161372
2015-01-09,2044.8,0.9934894568069187,99348.94568069188,-0.008389505843557576
2015-01-12,2028.3,0.985472743173647,98547.2743173647,-0.008069248826291009
2015-01-13,2023.0,0.9828976775823536,98289.76775823536,-0.0026130256865355417
2015-01-14,2011.3,0.9772130988242154,97721.30988242154,-0.005783489866534874
2015-01-15,1992.7,0.9681760761830727,96817.60761830727,-0.009247750211306083
2015-01-16,2019.4,0.9811485764260034,98114.85764260034,0.013398906006925282
2015-01-20,2022.5,0.9826547468661938,98265.47468661937,0.0015351094384470354
2015-01-21,2032.1,0.987319016616461,98731.9016616461,0.004746600741656337
2015-01-22,2063.2,1.0024293071615975,100242.93071615975,0.015304364942670068
2015-01-23,2051.8,0.9968904868331554,99689.04868331554,-0.005525397440868329
2015-01-26,2057.1,0.9994655524244486,99946.55524244485,0.0025830977678134026
2015-01-27,2029.5,0.9860557768924304,98605.57768924304,-0.013416946186378675
2015-01-28,2002.2,0.972791759790108,97279.1759790108,-0.013451589061345137
2015-01-29,2021.2,0.9820231270041785,98202.31270041785,0.009489561482369346
2015-01-30,1995.0,0.9692935574774075,96929.35574774076,-0.012962596477340216
2015-02-02,2020.8,0.9818287824312507,98182.87824312507,0.012932330827067684
2015-02-03,2050.0,0.9960159362549802,99601.59362549802,0.014449722882026839
2015-02-04,2041.5,0.9918861140802644,99188.61140802644,-0.004146341463414638
2015-02-05,2062.5,1.002089204158974,100208.9204158974,0.010286554004408588
2015-02-06,2055.5,0.9986881741327375,99868.81741327375,-0.0033939393939393936
2015-02-09,2046.7,0.9944125935283258,99441.25935283258,-0.004281196789102437
2015-02-10,2068.6,1.0050529588961228,100505.29588961227,0.01070015146333092
2015-02-11,2068.5,1.005004372752891,100500.4372752891,-4.83418737307062e-05
2015-02-12,2088.5,1.014721601399281,101472.1601399281,0.009668842156151713
2015-02-13,2097.0,1.0188514235739967,101885.14235739967,0.00406990663155371
2015-02-17,2100.3,1.0204547663006511,102045.47663006511,0.0015736766809728575
2015-02-18,2099.7,1.0201632494412594,102016.32494412594,-0.00028567347521779585
2015-02-19,2097.4,1.0190457681469247,101904.57681469247,-0.001095394580177933
2015-02-20,2110.3,1.0253133806238464,102531.33806238463,0.006150472012968589
2015-02-23,2109.7,1.0250218637644544,102502.18637644543,-0.0002843197649625706
2015-02-24,2115.5,1.0278398600719076,102783.98600719076,0.002749206048253461
2015-02-25,2113.9,1.0270624817801963,102706.24817801964,-0.0007563223824155196
2015-02-26,2110.7,1.025507725196774,102550.7725196774,-0.0015137896778466553
2015-02-27,2104.5,1.022495384316393,102249.5384316393,-0.002937414128014404
2015-03-02,2117.4,1.0287629967933147,102876.29967933147,0.006129722024233786
2015-03-03,2107.8,1.0240987270430475,102409.87270430475,-0.004533862283933043
2015-03-04,2098.5,1.019580215722476,101958.0215722476,-0.004412183319100649
2015-03-05,2101.0,1.020794869303275,102079.48693032749,0.0011913271384322854
2015-03-06,2071.3,1.0063647847633856,100636.47847633857,-0.014136125654450216
2015-03-09,2079.4,1.0103002623651736,101030.02623651735,0.00391058755371021
2015-03-10,2044.2,0.993197939947527,99319.7939947527,-0.016927959988458197
2015-03-11,2040.2,0.9912544942182491,99125.4494218249,-0.0019567556990509605
2015-03-12,2065.9,1.0037411330288604,100374.11330288603,0.012596804234878967
2015-03-13,2053.4,0.9976678651248665,99766.78651248665,-0.006050631685948105
2015-03-16,2081.2,1.0111748129433487,101117.48129433487,0.013538521476575305
2015-03-17,2074.3,1.007822369060344,100782.2369060344,-0.003315394964443663
2015-03-18,2099.5,1.0200660771547956,102006.60771547956,0.012148676662006475
2015-03-19,2089.3,1.0151102905451368,101511.02905451368,-0.004858299595141613
2015-03-20,2108.1,1.0242444854727433,102424.44854727433,0.008998229071937702
2015-03-23,2104.4,1.022446798173161,102244.67981731611,-0.001755134955647275
2015-03-24,2091.5,1.0161791856962394,101617.91856962394,-0.006130013305455262
2015-03-25,2061.1,1.0014089981537266,100140.89981537266,-0.014535022710972956
2015-03-26,2056.2,0.999028277135361,99902.8277135361,-0.0023773713065838864
2015-03-27,2061.0,1.0013604120104946,100136.04120104946,0.0023344032681646976
2015-03-30,2086.2,1.0136041201049462,101360.41201049462,0.012227074235807933
2015-03-31,2067.9,1.0047128558934992,100471.28558934992,-0.00877192982456143
2015-04-01,2059.7,1.0007287921484793,100072.87921484793,-0.003965375501716717
2015-04-02,2067.0,1.0042755806044117,100427.55806044117,0.003544205466815553
2015-04-06,2080.6,1.0108832960839569,101088.32960839568,0.006579583938074451
2015-04-07,2076.3,1.0087940919249831,100879.40919249831,-0.002066711525521403
2015-04-08,2081.9,1.0115149159459724,101151.49159459725,0.002697105427924784
2015-04-09,2091.2,1.0160334272665437,101603.34272665437,0.004467073346462236
2015-04-10,2102.1,1.0213293168788262,102132.93168788262,0.0052123182861514294
2015-04-13,2092.4,1.0166164609853272,101661.64609853271,-0.004614433185861633
2015-04-14,2095.8,1.0182683898552134,101826.83898552135,0.00162492831198624
2015-04-15,2106.6,1.023515693324264,102351.5693324264,0.005153163469796551
2015-04-16,2105.0,1.0227383150325529,102273.8315032553,-0.000759517706256374
2015-04-17,2081.2,1.0111748129433487,101117.48129433487,-0.011306413301662821
2015-04-20,2100.4,1.0205033524438831,102050.33524438832,0.009225446857582309
2015-04-21,2097.3,1.0189971820036927,101899.71820036927,-0.0014759093505999354
2015-04-22,2108.0,1.0241958993295113,102419.58993295113,0.005101797549229792
2015-04-23,2112.9,1.026576620347877,102657.6620347877,0.002324478178368228
2015-04-24,2117.7,1.0289087552230105,102890.87552230105,0.002271759193525291
2015-04-27,2108.9,1.0246331746185988,102463.31746185989,-0.004155451669263899
2015-04-28,2114.8,1.027499757069284,102749.97570692841,0.002797667030205453
2015-04-29,2106.8,1.023612865610728,102361.28656107279,-0.003782863627766364
2015-04-30,2085.5,1.0132640171023226,101326.40171023225,-0.01011011961268271
2015-05-01,2108.3,1.0243416577592073,102434.16577592073,0.010932630064732773
2015-05-04,2114.5,1.027353998639588,102735.39986395881,0.0029407579566473885
2015-05-05,2089.5,1.0152074628316006,101520.74628316006,-0.011823126034523512
2015-05-06,2080.2,1.010688951511029,101068.89515110292,-0.004450825556353233
2015-05-07,2088.0,1.0144786706831213,101447.86706831213,0.0037496394577445358
2015-05-08,2116.1,1.0281313769312992,102813.13769312992,0.01345785440613012
2015-05-11,2105.3,1.0228840734622489,102288.40734622489,-0.005103728557251164
2015-05-12,2099.1,1.0198717325818678,101987.17325818678,-0.0029449484634020973
2015-05-13,2098.5,1.019580215722476,101958.0215722476,-0.0002858367871946266
