Date,AMZN,AAPL,META,MSFT,NVDA, SP500 
02/01/2015,15.43,27.33,78.45,46.76,0.5,2058.2
05/01/2015,15.11,26.56,77.19,46.33,0.49,2020.6
06/01/2015,14.76,26.57,76.15,45.65,0.48,2002.6
07/01/2015,14.92,26.94,76.15,46.23,0.48,2025.9
08/01/2015,15.02,27.97,78.17,47.59,0.5,2062.1
09/01/2015,14.85,28,77.74,47.19,0.5,2044.8
12/01/2015,14.57,27.31,76.72,46.6,0.49,2028.3
13/01/2015,14.74,27.55,76.45,46.35,0.49,2023
14/01/2015,14.66,27.45,76.28,45.95,0.49,2011.3
15/01/2015,14.35,26.7,74.05,45.48,0.49,1992.7
16/01/2015,14.54,26.5,75.18,46.24,0.5,2019.4
20/01/2015,14.47,27.18,76.24,46.39,0.5,2022.5
21/01/2015,14.86,27.39,76.74,45.92,0.51,2032.1
22/01/2015,15.52,28.1,77.65,47.13,0.52,2063.2
23/01/2015,15.62,28.25,77.83,47.18,0.52,2051.8
26/01/2015,15.48,28.27,77.5,47.01,0.52,2057.1
27/01/2015,15.34,27.29,75.78,42.66,0.49,2029.5
28/01/2015,15.2,28.83,76.24,41.19,0.48,2002.2
29/01/2015,15.59,29.73,78,42.01,0.49,2021.2
30/01/2015,17.73,29.29,75.91,40.4,0.48,1995
02/02/2015,18.22,29.66,74.99,41.28,0.49,2020.8
03/02/2015,18.18,29.66,75.4,41.6,0.5,2050
04/02/2015,18.24,29.89,75.63,41.84,0.5,2041.5
05/02/2015,18.69,29.98,75.61,42.45,0.51,2062.5
06/02/2015,18.71,29.73,74.47,42.41,0.51,2055.5
09/02/2015,18.53,29.93,74.44,42.36,0.51,2046.7
10/02/2015,18.65,30.5,75.19,42.6,0.52,2068.6
11/02/2015,18.76,31.22,76.51,42.38,0.52,2068.5
12/02/2015,18.86,31.61,76.23,43.09,0.56,2088.5
13/02/2015,19.09,31.77,75.74,43.87,0.56,2097
17/02/2015,18.77,31.96,75.6,43.58,0.56,2100.3
18/02/2015,18.67,32.18,76.71,43.53,0.55,2099.7
19/02/2015,18.95,32.11,79.42,43.5,0.55,2097.4
20/02/2015,19.18,32.37,79.89,43.85,0.56,2110.3
23/02/2015,19.01,33.25,78.84,44.15,0.55,2109.7
24/02/2015,18.93,33.04,78.45,44.09,0.56,2115.5
25/02/2015,19.27,32.2,79.56,43.99,0.55,2113.9
26/02/2015,19.24,32.6,80.41,44.05,0.56,2110.7
27/02/2015,19.01,32.12,78.97,43.85,0.55,2104.5
02/03/2015,19.28,32.27,79.75,43.88,0.56,2117.4
03/03/2015,19.23,32.34,79.6,43.28,0.55,2107.8
04/03/2015,19.14,32.13,80.89,43.05,0.56,2098.5
05/03/2015,19.39,31.6,81.21,43.11,0.57,2101
06/03/2015,19,31.65,80,42.36,0.56,2071.3
09/03/2015,18.93,31.79,79.44,42.85,0.57,2079.4
10/03/2015,18.48,31.13,77.55,42.03,0.57,2044.2
11/03/2015,18.32,30.56,77.57,41.98,0.57,2040.2
12/03/2015,18.71,31.11,78.93,41.02,0.57,2065.9
13/03/2015,18.53,30.9,78.05,41.38,0.57,2053.4
16/03/2015,18.67,31.24,78.07,41.56,0.57,2081.2
17/03/2015,18.6,31.76,79.36,41.7,0.58,2074.3
18/03/2015,18.76,32.12,80.91,42.5,0.57,2099.5
19/03/2015,18.66,31.87,82.75,42.28,0.58,2089.3
20/03/2015,18.92,31.48,83.8,42.88,0.59,2108.1
23/03/2015,18.76,31.8,84.43,42.85,0.57,2104.4
24/03/2015,18.7,31.67,85.31,42.9,0.56,2091.5
25/03/2015,18.55,30.84,82.92,41.46,0.53,2061.1
26/03/2015,18.37,31.06,83.01,41.21,0.52,2056.2
27/03/2015,18.53,30.81,83.3,40.97,0.53,2061
30/03/2015,18.73,31.59,83.19,40.96,0.54,2086.2
31/03/2015,18.61,31.11,82.22,40.66,0.52,2067.9
01/04/2015,18.51,31.06,81.67,40.72,0.53,2059.7
02/04/2015,18.61,31.33,81.56,40.29,0.53,2067
06/04/2015,18.85,31.84,82.44,41.55,0.54,2080.6
07/04/2015,18.72,31.5,82.32,41.53,0.55,2076.3
08/04/2015,19.06,31.4,82.28,41.42,0.55,2081.9
09/04/2015,19.18,31.64,82.17,41.48,0.56,2091.2
10/04/2015,19.13,31.77,82.04,41.72,0.57,2102.1
13/04/2015,19.12,31.71,83.01,41.76,0.56,2092.4
14/04/2015,19.26,31.57,83.52,41.65,0.56,2095.8
15/04/2015,19.17,31.7,82.7,42.26,0.57,2106.6
16/04/2015,19.3,31.54,82.31,42.16,0.56,2105
17/04/2015,18.78,31.19,80.78,41.62,0.56,2081.2
20/04/2015,19.48,31.9,83.09,42.91,0.55,2100.4
21/04/2015,19.56,31.73,83.62,42.63,0.55,2097.3
22/04/2015,19.49,32.16,84.63,42.98,0.56,2108
23/04/2015,19.5,32.42,82.41,43.34,0.56,2112.9
24/04/2015,22.25,32.57,81.53,47.87,0.55,2117.7
27/04/2015,21.93,33.16,81.91,48.03,0.56,2108.9
28/04/2015,21.47,32.64,80.68,49.16,0.56,2114.8
29/04/2015,21.47,32.16,80.47,49.06,0.55,2106.8
30/04/2015,21.09,31.29,78.77,48.64,0.55,2085.5
01/05/2015,21.14,32.24,78.99,48.66,0.57,2108.3
04/05/2015,21.15,32.17,78.81,48.24,0.57,2114.5
05/05/2015,21.06,31.45,77.56,47.6,0.55,2089.5
06/05/2015,20.95,31.25,78.1,46.28,0.55,2080.2
07/05/2015,21.34,31.32,78.42,46.7,0.56,2088
08/05/2015,21.68,31.91,78.51,47.75,0.52,2116.1
11/05/2015,21.64,31.58,78.01,47.37,0.52,2105.3
12/05/2015,21.55,31.47,77.46,47.35,0.52,2099.1
13/05/2015,21.34,31.5,78.44,47.62,0.52,2098.5
14/05/2015,21.61,32.24,81.37,48.72,0.53,2121.1
15/05/2015,21.3,32.19,80.42,48.3,0.53,2122.7
18/05/2015,21.26,32.55,80.88,48.01,0.53,2129.2
19/05/2015,21.09,32.52,80.63,47.58,0.53,2127.8
20/05/2015,21.19,32.52,80.55,47.58,0.53,2125.8
21/05/2015,21.58,32.85,80.48,47.42,0.52,2130.8
22/05/2015,21.38,33.13,80.54,46.9,0.52,2126.1
26/05/2015,21.27,32.41,79.33,46.59,0.52,2104.2
27/05/2015,21.57,33.01,80.55,47.61,0.55,2123.5
28/05/2015,21.33,32.95,80.14,47.45,0.55,2120.8
29/05/2015,21.46,32.57,79.19,46.86,0.55,2107.4
01/06/2015,21.55,32.63,80.29,47.23,0.56,2111.7
02/06/2015,21.55,32.49,80.44,46.92,0.55,2109.6
03/06/2015,21.83,32.53,82.44,46.85,0.54,2114.1
04/06/2015,21.54,32.34,82.05,46.36,0.55,2095.8
05/06/2015,21.35,32.16,82.14,46.14,0.56,2092.8
08/06/2015,21.18,31.95,80.67,45.73,0.54,2079.3
09/06/2015,21.27,31.86,80.67,45.65,0.55,2080.2
10/06/2015,21.54,32.22,82.16,46.61,0.54,2105.2
11/06/2015,21.65,32.15,81.83,46.44,0.54,2108.9
12/06/2015,21.5,31.79,81.53,45.97,0.53,2094.1
15/06/2015,21.18,31.73,80.71,45.48,0.53,2084.4
16/06/2015,21.36,31.9,81.06,45.83,0.53,2096.3
17/06/2015,21.39,31.82,81.79,45.97,0.54,2100.4
18/06/2015,21.97,31.97,82.91,46.72,0.55,2121.2
19/06/2015,21.75,31.65,82.51,46.1,0.55,2110
22/06/2015,21.81,31.9,84.74,46.23,0.54,2122.8
23/06/2015,22.3,31.76,87.88,45.91,0.53,2124.2
24/06/2015,22.04,32.03,88.86,45.63,0.53,2108.6
25/06/2015,22,31.88,87.98,45.65,0.53,2102.3
26/06/2015,21.91,31.69,88.01,45.26,0.52,2101.5
29/06/2015,21.49,31.13,85.8,44.37,0.5,2057.6
30/06/2015,21.7,31.36,85.77,44.15,0.5,2063.1
01/07/2015,21.87,31.65,86.91,44.45,0.51,2077.4
02/07/2015,21.89,31.61,87.28,44.4,0.51,2076.8
06/07/2015,21.8,31.5,87.55,44.39,0.5,2068.8
07/07/2015,21.84,31.42,87.22,44.3,0.49,2081.3
08/07/2015,21.48,30.64,85.65,44.24,0.49,2046.7
09/07/2015,21.72,30.02,85.88,44.52,0.49,2051.3
10/07/2015,22.18,30.82,87.95,44.61,0.49,2076.6
13/07/2015,22.78,31.41,90.1,45.54,0.5,2099.6
14/07/2015,23.28,31.4,89.68,45.62,0.5,2108.9
15/07/2015,23.06,31.7,89.76,45.76,0.49,2107.4
16/07/2015,23.77,32.13,90.85,46.66,0.5,2124.3
17/07/2015,24.15,32.41,94.97,46.62,0.5,2126.6
20/07/2015,24.41,33.02,97.91,46.92,0.49,2128.3
21/07/2015,24.4,32.69,98.39,47.28,0.49,2119.2
22/07/2015,24.41,31.3,97.04,45.54,0.49,2114.2
23/07/2015,24.11,31.29,95.44,46.11,0.49,2102.2
24/07/2015,26.47,31.12,96.95,45.94,0.49,2079.7
27/07/2015,26.57,30.69,94.17,45.35,0.48,2067.6
28/07/2015,26.3,30.84,95.29,45.34,0.49,2093.2
29/07/2015,26.45,30.75,96.99,46.29,0.5,2108.6
30/07/2015,26.84,30.59,95.21,46.88,0.5,2108.6
31/07/2015,26.81,30.32,94.01,46.7,0.5,2103.8
03/08/2015,26.75,29.61,94.14,46.81,0.51,2098
04/08/2015,26.59,28.66,94.06,47.54,0.51,2093.3
05/08/2015,26.85,28.85,96.44,47.58,0.51,2099.8
06/08/2015,26.47,28.78,95.12,46.62,0.51,2083.6
07/08/2015,26.13,28.88,94.3,46.74,0.57,2077.6
10/08/2015,26.2,29.93,94.15,47.33,0.59,2104.2
11/08/2015,26.37,28.37,93.62,46.41,0.59,2084.1
12/08/2015,26.3,28.81,94.19,46.74,0.59,2086.1
13/08/2015,26.48,28.79,93.43,46.73,0.59,2083.4
14/08/2015,26.58,28.99,94.42,47,0.59,2091.5
17/08/2015,26.76,29.29,93.93,47.32,0.58,2102.4
18/08/2015,26.75,29.12,95.17,47.27,0.58,2096.9
19/08/2015,26.65,28.75,95.31,46.61,0.57,2079.6
20/08/2015,25.79,28.16,90.56,45.66,0.55,2035.7
21/08/2015,24.72,26.44,86.06,43.07,0.54,1970.9
24/08/2015,23.17,25.78,82.09,41.68,0.52,1893.2
25/08/2015,23.32,25.93,83,40.47,0.51,1867.6
26/08/2015,25.04,27.42,87.19,42.71,0.55,1940.5
27/08/2015,25.92,28.23,89.73,43.9,0.57,1987.7
28/08/2015,25.9,28.32,91.01,43.93,0.57,1988.9
31/08/2015,25.64,28.19,89.43,43.52,0.56,1972.2
01/09/2015,24.83,26.93,87.23,41.82,0.54,1913.8
02/09/2015,25.53,28.09,89.89,43.36,0.56,1948.9
03/09/2015,25.24,27.59,88.15,43.5,0.56,1951.1
04/09/2015,24.95,27.32,88.26,42.61,0.54,1921.2
08/09/2015,25.88,28.08,89.53,43.89,0.57,1969.4
09/09/2015,25.84,27.54,90.44,43.07,0.56,1942
10/09/2015,26.11,28.14,91.98,43.29,0.56,1952.3
11/09/2015,26.47,28.55,92.05,43.48,0.57,1961
14/09/2015,26.07,28.83,92.31,43.04,0.57,1953
15/09/2015,26.12,29.07,92.9,43.98,0.57,1978.1
16/09/2015,26.37,29.1,93.45,44.3,0.58,1995.3
17/09/2015,26.94,28.48,94.34,44.25,0.58,1990.2
18/09/2015,27.01,28.36,94.4,43.48,0.58,1958
21/09/2015,27.42,28.8,95.55,44.11,0.59,1967
22/09/2015,26.92,28.35,92.96,43.9,0.57,1942.7
23/09/2015,26.8,28.58,93.97,43.87,0.57,1938.8
24/09/2015,26.69,28.75,94.41,43.91,0.59,1932.2
25/09/2015,26.21,28.68,92.77,43.94,0.59,1931.3
28/09/2015,25.2,28.11,89.21,43.29,0.58,1881.8
29/09/2015,24.8,27.27,86.67,43.44,0.59,1884.1
30/09/2015,25.59,27.57,89.9,44.26,0.62,1920
01/10/2015,26.04,27.39,90.95,44.61,0.6,1923.8
02/10/2015,26.63,27.59,92.07,45.57,0.62,1951.4
05/10/2015,27.18,27.7,94.01,46.63,0.64,1987
06/10/2015,26.87,27.83,92.8,46.75,0.64,1979.9
07/10/2015,27.1,27.7,92.4,46.8,0.65,1995.8
08/10/2015,26.66,27.38,92.47,47.45,0.65,2013.4
09/10/2015,26.99,28.03,93.24,47.11,0.65,2014.9
12/10/2015,27.51,27.9,94.26,47,0.66,2017.5
13/10/2015,27.45,27.95,94.12,46.89,0.66,2003.7
14/10/2015,27.24,27.55,94.07,46.68,0.68,1994.2
15/10/2015,28.12,27.96,95.96,47.01,0.69,2023.9
16/10/2015,28.54,27.76,97.54,47.51,0.7,2033.1
19/10/2015,28.66,27.93,98.47,47.62,0.7,2033.7
20/10/2015,28.04,28.44,97,47.77,0.69,2030.8
21/10/2015,27.79,28.44,97.11,47.2,0.69,2018.9
22/10/2015,28.2,28.88,99.67,48.03,0.71,2052.5
23/10/2015,29.95,29.77,102.19,52.87,0.71,2075.2
26/10/2015,30.43,28.82,103.77,54.25,0.71,2071.2
27/10/2015,30.55,28.64,103.7,53.69,0.71,2065.9
28/10/2015,30.86,29.82,104.2,53.98,0.72,2090.3
29/10/2015,31.33,30.13,104.88,53.36,0.69,2089.4
30/10/2015,31.3,29.88,101.97,52.64,0.71,2079.4
02/11/2015,31.42,30.3,103.31,53.24,0.72,2104.1
03/11/2015,31.27,30.64,102.58,54.15,0.71,2109.8
04/11/2015,32.05,30.5,103.94,54.4,0.7,2102.3
05/11/2015,32.78,30.23,108.76,54.38,0.69,2099.9
06/11/2015,32.97,30.27,107.09,54.92,0.79,2099.2
09/11/2015,32.77,30.14,106.49,54.16,0.79,2078.6
10/11/2015,32.98,29.19,107.91,53.51,0.77,2081.7
11/11/2015,33.66,29.03,109.01,53.65,0.76,2075
12/11/2015,33.28,28.93,108.02,53.32,0.76,2046
13/11/2015,32.12,28.09,103.95,52.84,0.74,2023
16/11/2015,32.39,28.54,104.04,53.77,0.76,2053.2
17/11/2015,32.16,28.42,105.13,52.97,0.76,2050.4
18/11/2015,33.18,29.32,107.77,53.85,0.78,2083.6
19/11/2015,33.06,29.7,106.26,53.94,0.78,2081.2
20/11/2015,33.42,29.82,107.32,54.19,0.78,2089.2
23/11/2015,33.95,29.44,106.95,54.19,0.77,2086.6
24/11/2015,33.56,29.72,105.74,54.25,0.78,2089.1
25/11/2015,33.77,29.51,105.41,53.69,0.78,2088.9
27/11/2015,33.66,29.45,105.45,53.93,0.78,2090.1
30/11/2015,33.24,29.57,104.24,54.35,0.79,2080.4
01/12/2015,33.95,29.34,107.12,55.22,0.82,2102.6
02/12/2015,33.8,29.07,106.07,55.21,0.81,2079.5
03/12/2015,33.31,28.8,104.38,54.2,0.81,2049.6
04/12/2015,33.63,29.76,106.18,55.91,0.84,2091.7
07/12/2015,33.49,29.57,105.61,55.81,0.83,2077.1
08/12/2015,33.87,29.56,106.49,55.79,0.84,2063.6
09/12/2015,33.24,28.91,104.6,54.98,0.82,2047.6
10/12/2015,33.12,29.04,105.42,55.27,0.82,2052.2
11/12/2015,32.01,28.3,102.12,54.06,0.81,2012.4
14/12/2015,32.9,28.12,104.66,55.14,0.81,2021.9
15/12/2015,32.93,27.62,104.55,55.2,0.82,2043.4
16/12/2015,33.79,27.84,106.79,56.13,0.83,2073.1
17/12/2015,33.53,27.25,106.22,55.7,0.82,2041.9
18/12/2015,33.21,26.51,104.04,54.13,0.8,2005.5
21/12/2015,33.23,26.83,104.77,54.83,0.82,2021.2
22/12/2015,33.16,26.81,105.51,55.35,0.82,2039
23/12/2015,33.19,27.15,104.63,55.82,0.83,2064.3
24/12/2015,33.14,27.01,105.02,55.67,0.83,2061
28/12/2015,33.76,26.7,105.93,55.95,0.83,2056.5
29/12/2015,34.7,27.18,107.26,56.55,0.84,2078.4
30/12/2015,34.45,26.83,106.22,56.31,0.83,2063.4
31/12/2015,33.79,26.32,104.66,55.48,0.82,2043.9
04/01/2016,31.85,26.34,102.22,54.8,0.81,2012.7
05/01/2016,31.69,25.68,102.73,55.05,0.82,2016.7
06/01/2016,31.63,25.18,102.97,54.05,0.79,1990.3
07/01/2016,30.4,24.11,97.92,52.17,0.76,1943.1
08/01/2016,30.35,24.24,97.33,52.33,0.74,1922
11/01/2016,30.89,24.63,97.51,52.3,0.74,1923.7
12/01/2016,30.89,24.99,99.37,52.78,0.75,1938.7
13/01/2016,29.09,24.35,95.44,51.64,0.73,1890.3
14/01/2016,29.65,24.88,98.37,53.11,0.72,1921.8
15/01/2016,28.51,24.28,94.97,50.99,0.68,1880.3
19/01/2016,28.72,24.16,95.26,50.56,0.68,1881.3
20/01/2016,28.59,24.2,94.35,50.79,0.69,1859.3
21/01/2016,28.75,24.07,94.16,50.48,0.69,1869
22/01/2016,29.82,25.36,97.94,52.29,0.71,1906.9
25/01/2016,29.83,24.86,97.01,51.79,0.71,1877.1
26/01/2016,30.06,25,97.34,52.17,0.72,1903.6
27/01/2016,29.17,23.36,94.45,51.22,0.71,1883
28/01/2016,31.77,23.52,109.11,52.05,0.7,1893.4
29/01/2016,29.35,24.34,112.21,55.09,0.73,1940.2
01/02/2016,28.74,24.11,115.09,54.71,0.73,1939.4
02/02/2016,27.61,23.62,114.61,53,0.7,1903
03/02/2016,26.55,24.09,112.69,52.16,0.7,1912.5
04/02/2016,26.81,24.15,110.49,52,0.71,1915.5
05/02/2016,25.11,23.5,104.07,50.16,0.66,1880
08/02/2016,24.41,23.75,99.75,49.41,0.63,1853.4
09/02/2016,24.1,23.75,99.54,49.28,0.64,1852.2
10/02/2016,24.52,23.57,101,49.71,0.64,1851.9
11/02/2016,25.19,23.43,101.91,49.69,0.63,1829.1
12/02/2016,25.35,23.5,102.01,50.5,0.64,1864.8
16/02/2016,26.05,24.16,101.61,51.09,0.67,1895.6
17/02/2016,26.7,24.53,105.2,52.42,0.69,1926.8
18/02/2016,26.25,24.07,103.47,52.19,0.75,1917.8
19/02/2016,26.75,24.01,104.57,51.82,0.76,1917.8
22/02/2016,27.98,24.22,107.16,52.65,0.79,1945.5
23/02/2016,27.65,23.67,105.46,51.18,0.79,1921.3
24/02/2016,27.7,24.02,106.88,51.36,0.8,1929.8
25/02/2016,27.76,24.19,108.07,52.1,0.8,1951.7
26/02/2016,27.76,24.23,107.92,51.3,0.79,1948
29/02/2016,27.63,24.17,106.92,50.88,0.78,1932.2
01/03/2016,28.95,25.13,109.82,52.58,0.82,1978.3
02/03/2016,29.01,25.19,109.95,52.95,0.82,1986.5
03/03/2016,28.87,25.38,109.58,52.35,0.82,1993.4
04/03/2016,28.76,25.75,108.39,52.03,0.81,2000
07/03/2016,28.14,25.47,105.73,51.03,0.81,2001.8
08/03/2016,28.01,25.26,105.93,51.65,0.79,1979.3
09/03/2016,27.97,25.28,107.51,52.84,0.79,1989.3
10/03/2016,27.95,25.29,107.32,52.05,0.79,1989.6
11/03/2016,28.48,25.57,109.41,53.07,0.81,2022.2
14/03/2016,28.67,25.63,109.89,53.17,0.81,2019.6
15/03/2016,28.85,26.14,110.67,53.59,0.8,2015.9
16/03/2016,28.71,26.49,112.18,54.35,0.83,2027.2
17/03/2016,27.97,26.45,111.02,54.66,0.82,2040.6
18/03/2016,27.6,26.48,111.45,53.49,0.85,2049.6
21/03/2016,27.7,26.48,111.85,53.86,0.85,2051.6
22/03/2016,28.02,26.68,112.25,54.07,0.85,2049.8
23/03/2016,28.48,26.53,112.54,53.97,0.86,2036.7
24/03/2016,29.15,26.42,113.05,54.21,0.86,2035.9
28/03/2016,28.99,26.3,113.69,53.54,0.87,2037
29/03/2016,29.69,26.92,116.14,54.71,0.88,2055
30/03/2016,29.93,27.39,114.7,55.05,0.89,2063.9
31/03/2016,29.68,27.25,114.1,55.23,0.89,2059.7
01/04/2016,29.93,27.5,116.06,55.57,0.9,2072.8
04/04/2016,29.66,27.78,112.55,55.43,0.9,2066.1
05/04/2016,29.31,27.45,112.22,54.56,0.89,2045.2
06/04/2016,30.1,27.74,113.71,55.12,0.9,2066.7
07/04/2016,29.57,27.14,113.64,54.46,0.89,2041.9
08/04/2016,29.73,27.16,110.63,54.42,0.89,2047.6
11/04/2016,29.8,27.25,108.99,54.31,0.9,2042
12/04/2016,30.16,27.61,110.61,54.65,0.9,2061.7
13/04/2016,30.74,28.01,110.51,55.35,0.92,2082.4
14/04/2016,31.04,28.02,110.84,55.36,0.92,2082.8
15/04/2016,31.29,27.46,109.64,55.65,0.93,2080.7
18/04/2016,31.77,26.87,110.45,56.46,0.92,2094.3
19/04/2016,31.39,26.73,112.29,56.39,0.91,2100.8
20/04/2016,31.65,26.78,112.42,55.59,0.91,2102.4
21/04/2016,31.55,26.49,113.44,55.78,0.91,2091.5
22/04/2016,31.02,26.42,110.56,51.78,0.91,2091.6
25/04/2016,31.31,26.27,110.1,52.11,0.91,2087.8
26/04/2016,30.84,26.09,108.76,51.44,0.91,2091.7
27/04/2016,30.33,24.45,108.89,50.94,0.93,2095.2
28/04/2016,30.1,23.71,116.73,49.9,0.91,2075.8
29/04/2016,32.98,23.43,117.58,49.87,0.89,2065.3
02/05/2016,34.19,23.41,118.57,50.61,0.9,2081.4
03/05/2016,33.57,23.8,117.43,49.78,0.89,2063.4
04/05/2016,33.55,23.55,118.06,49.87,0.87,2051.1
05/05/2016,32.95,23.31,117.81,49.94,0.87,2050.6
06/05/2016,33.7,23.18,119.49,50.39,0.88,2057.1
09/05/2016,33.99,23.2,119.24,50.07,0.88,2058.7
10/05/2016,35.15,23.36,120.5,51.02,0.9,2084.4
11/05/2016,35.66,23.13,119.52,51.05,0.9,2064.5
12/05/2016,35.9,22.59,120.28,51.51,0.89,2064.1
13/05/2016,35.5,22.63,119.81,51.08,1.02,2046.6
16/05/2016,35.53,23.47,118.67,51.83,1.05,2066.7
17/05/2016,34.76,23.37,117.35,50.51,1.06,2047.2
18/05/2016,34.87,23.64,117.65,50.81,1.08,2047.6
19/05/2016,34.93,23.55,116.81,50.32,1.09,2040
20/05/2016,35.14,23.8,117.35,50.62,1.11,2052.3
23/05/2016,34.84,24.11,115.97,50.03,1.11,2048
24/05/2016,35.21,24.48,117.7,51.59,1.13,2076.1
25/05/2016,35.42,24.91,117.89,52.12,1.13,2090.5
26/05/2016,35.75,25.1,119.47,51.89,1.14,2090.1
27/05/2016,35.61,25.09,119.38,52.32,1.15,2099.1
31/05/2016,36.14,24.96,118.81,53,1.17,2097
01/06/2016,35.97,24.61,118.78,52.85,1.17,2099.3
02/06/2016,36.41,24.43,118.93,52.48,1.18,2105.3
03/06/2016,36.28,24.48,118.47,51.79,1.16,2099.1
06/06/2016,36.34,24.66,118.79,52.13,1.16,2109.4
07/06/2016,36.19,24.76,117.76,52.1,1.16,2112.1
08/06/2016,36.33,24.73,118.39,52.04,1.15,2119.1
09/06/2016,36.38,24.91,118.56,51.62,1.18,2115.5
10/06/2016,35.9,24.71,116.62,51.48,1.16,2096.1
13/06/2016,35.76,24.34,113.95,50.14,1.17,2079.1
14/06/2016,35.97,24.36,114.94,49.83,1.17,2075.3
15/06/2016,35.71,24.29,114.6,49.69,1.18,2071.5
16/06/2016,35.88,24.39,114.39,50.39,1.19,2078
17/06/2016,35.32,23.83,113.02,50.13,1.17,2071.2
20/06/2016,35.7,23.77,113.37,50.07,1.19,2083.2
21/06/2016,35.79,23.98,114.38,51.19,1.18,2088.9
22/06/2016,35.53,23.89,113.91,50.99,1.18,2085.4
23/06/2016,36.1,24.02,115.08,51.91,1.21,2113.3
24/06/2016,34.95,23.35,112.08,49.83,1.14,2037.4
27/06/2016,34.57,23.01,108.97,48.43,1.13,2000.5
28/06/2016,35.4,23.4,112.7,49.44,1.15,2036.1
29/06/2016,35.78,23.6,114.16,50.54,1.17,2070.8
30/06/2016,35.78,23.9,114.28,51.17,1.18,2098.9
01/07/2016,36.28,23.97,114.19,51.16,1.17,2102.9
05/07/2016,36.41,23.75,114,51.17,1.18,2088.6
06/07/2016,36.88,23.88,116.7,51.38,1.19,2099.7
07/07/2016,36.83,23.98,115.85,51.38,1.22,2097.9
08/07/2016,37.29,24.17,117.24,52.3,1.27,2129.9
11/07/2016,37.69,24.25,117.87,52.59,1.3,2137.2
12/07/2016,37.41,24.36,117.93,53.21,1.32,2152.1
13/07/2016,37.13,24.22,116.78,53.51,1.32,2152.4
14/07/2016,37.06,24.7,117.29,53.74,1.33,2163.8
15/07/2016,36.77,24.7,116.86,53.7,1.32,2161.7
18/07/2016,36.8,24.96,119.37,53.96,1.32,2166.9
19/07/2016,37,24.97,120.61,53.09,1.34,2163.8
20/07/2016,37.29,24.99,121.92,55.91,1.36,2173
21/07/2016,37.22,24.86,120.61,55.8,1.33,2165.2
22/07/2016,37.24,24.66,121,56.57,1.37,2175
25/07/2016,36.98,24.34,121.63,56.73,1.39,2168.5
26/07/2016,36.78,24.17,121.22,56.76,1.42,2169.2
27/07/2016,36.83,25.74,123.34,56.19,1.4,2166.6
28/07/2016,37.63,26.09,125,56.21,1.4,2170.1
29/07/2016,37.94,26.05,123.94,56.68,1.43,2173.6
01/08/2016,38.39,26.51,124.31,56.58,1.42,2170.8
02/08/2016,38.03,26.12,123.09,56.58,1.4,2157
03/08/2016,37.73,26.45,122.51,56.97,1.4,2163.8
04/08/2016,38.04,26.47,124.36,57.39,1.43,2164.2
05/08/2016,38.3,26.87,125.15,57.96,1.46,2182.9
08/08/2016,38.33,27.09,125.26,58.06,1.47,2180.9
09/08/2016,38.42,27.2,125.06,58.2,1.47,2181.7
10/08/2016,38.43,27,124.88,58.02,1.46,2175.5
11/08/2016,38.56,26.98,124.9,58.3,1.49,2185.8
12/08/2016,38.63,27.05,124.88,57.94,1.58,2184.1
15/08/2016,38.42,27.37,123.9,58.12,1.57,2190.2
16/08/2016,38.2,27.34,123.3,57.44,1.56,2178.2
17/08/2016,38.23,27.3,124.37,57.56,1.53,2182.2
18/08/2016,38.22,27.27,123.91,57.6,1.55,2187
19/08/2016,37.87,27.34,123.56,57.62,1.56,2183.9
22/08/2016,37.97,27.13,124.15,57.67,1.56,2182.6
23/08/2016,38.12,27.21,124.37,57.89,1.57,2186.9
24/08/2016,37.86,27.01,123.48,57.95,1.55,2175.4
25/08/2016,37.96,26.89,123.89,58.17,1.54,2172.5
26/08/2016,38.45,26.73,124.96,58.03,1.55,2169
29/08/2016,38.56,26.7,126.54,58.1,1.55,2180.4
30/08/2016,38.38,26.5,125.84,57.89,1.54,2176.1
31/08/2016,38.46,26.52,126.12,57.46,1.53,2170.9
01/09/2016,38.53,26.68,126.17,57.59,1.58,2170.9
02/09/2016,38.62,26.93,126.51,57.67,1.56,2180
06/09/2016,39.44,26.93,129.73,57.61,1.58,2186.5
07/09/2016,39.22,27.09,131.05,57.66,1.55,2186.2
08/09/2016,39.2,26.38,130.27,57.43,1.57,2181.3
09/09/2016,38.01,25.78,127.1,56.21,1.49,2127.8
12/09/2016,38.57,26.36,128.69,57.05,1.52,2159
13/09/2016,38.05,26.99,127.21,56.53,1.5,2127
14/09/2016,38.05,27.94,127.77,56.26,1.51,2125.8
15/09/2016,38.48,28.89,128.35,57.19,1.57,2147.3
16/09/2016,38.93,28.73,129.07,57.25,1.57,2139.2
19/09/2016,38.76,28.39,128.65,56.93,1.59,2139.1
20/09/2016,39.01,28.39,128.64,56.81,1.58,2139.8
21/09/2016,39.49,28.39,129.94,57.76,1.62,2163.1
22/09/2016,40.23,28.66,130.08,57.82,1.63,2177.2
23/09/2016,40.29,28.18,127.96,57.43,1.62,2164.7
26/09/2016,39.96,28.22,127.31,56.9,1.61,2146.1
27/09/2016,40.81,28.27,128.69,57.95,1.66,2159.9
28/09/2016,41.44,28.49,129.23,58.03,1.67,2171.4
29/09/2016,41.45,28.05,128.09,57.4,1.69,2151.1
