Date,AMZN,AAPL,META,MSFT,NVDA, SP500 
09/09/2022,133.27,157.37,169.15,264.46,14.39,4067.36
12/09/2022,136.45,163.43,168.96,266.65,14.51,4110.41
13/09/2022,126.82,153.84,153.13,251.99,13.13,3932.69
14/09/2022,128.55,155.31,151.47,252.22,13.13,3946.01
15/09/2022,126.28,152.37,149.55,245.38,12.93,3901.35
16/09/2022,123.53,150.7,146.29,244.74,13.2,3873.33
19/09/2022,124.66,154.48,148.02,244.52,13.38,3899.89
20/09/2022,122.19,156.9,146.09,242.45,13.18,3855.93
21/09/2022,118.54,153.72,142.12,238.95,13.26,3789.93
22/09/2022,117.31,152.74,142.82,240.98,12.56,3757.99
23/09/2022,113.78,150.43,140.41,237.92,12.52,3693.23
26/09/2022,115.15,150.77,136.37,237.45,12.23,3655.04
27/09/2022,114.41,151.76,134.4,236.41,12.41,3647.29
28/09/2022,118.01,149.84,141.61,241.07,12.74,3719.04
29/09/2022,114.8,142.48,136.41,237.5,12.22,3640.47
30/09/2022,113,138.2,135.68,232.9,12.14,3585.62
03/10/2022,115.88,142.45,138.61,240.74,12.51,3678.43
04/10/2022,121.09,146.1,140.28,248.88,13.17,3790.93
05/10/2022,120.95,146.4,138.98,249.2,13.21,3783.28
06/10/2022,120.3,145.43,139.07,246.79,13.13,3744.52
07/10/2022,114.56,140.09,133.45,234.24,12.08,3639.66
10/10/2022,113.67,140.42,133.79,229.25,11.67,3612.39
11/10/2022,112.21,138.98,128.54,225.41,11.59,3588.84
12/10/2022,112.9,138.34,127.5,225.75,11.5,3577.03
13/10/2022,112.53,142.99,130.29,234.24,11.96,3669.91
14/10/2022,106.9,138.38,126.76,228.56,11.23,3583.07
17/10/2022,113.79,142.41,134.04,237.53,11.89,3677.95
18/10/2022,116.36,143.75,132.8,238.5,11.97,3719.98
19/10/2022,115.07,143.86,133.23,236.48,12.05,3695.16
20/10/2022,115.25,143.39,131.53,236.15,12.19,3665.78
21/10/2022,119.32,147.27,130.01,242.12,12.47,3752.75
24/10/2022,119.82,149.45,129.72,247.25,12.6,3797.34
25/10/2022,120.6,152.34,137.51,250.66,13.26,3859.11
26/10/2022,115.66,149.35,129.82,231.32,12.9,3830.6
27/10/2022,110.96,144.8,97.94,226.75,13.18,3807.3
28/10/2022,103.41,155.74,99.2,235.87,13.83,3901.06
31/10/2022,102.44,153.34,93.16,232.13,13.5,3871.98
01/11/2022,96.79,150.65,95.2,228.17,13.54,3856.1
02/11/2022,92.12,145.03,90.54,220.1,13.22,3759.69
03/11/2022,89.3,138.88,88.91,214.25,13.42,3719.89
04/11/2022,90.98,138.38,90.79,221.39,14.16,3770.55
07/11/2022,90.53,138.92,96.72,227.87,14.3,3806.8
08/11/2022,89.98,139.5,96.47,228.87,14.6,3828.11
09/11/2022,86.14,134.87,101.47,224.51,13.78,3748.57
10/11/2022,96.63,146.87,111.87,242.98,15.75,3956.37
11/11/2022,100.79,149.7,113.02,247.11,16.33,3992.93
14/11/2022,98.49,148.28,114.22,241.55,16.3,3957.25
15/11/2022,98.94,150.04,117.08,241.97,16.67,3991.73
16/11/2022,97.12,148.79,113.23,241.73,15.91,3958.79
17/11/2022,94.85,150.72,111.45,241.68,15.68,3946.56
18/11/2022,94.14,151.29,112.05,241.22,15.41,3965.34
21/11/2022,92.46,148.01,109.86,242.05,15.32,3949.94
22/11/2022,93.2,150.18,111.44,245.03,16.04,4003.58
23/11/2022,94.13,151.07,112.24,247.58,16.52,4027.26
25/11/2022,93.41,148.11,111.41,247.49,16.27,4026.12
28/11/2022,93.95,144.22,108.78,241.76,15.83,3963.94
29/11/2022,92.42,141.17,109.46,240.33,15.64,3957.63
30/11/2022,96.54,148.03,118.1,255.14,16.92,4080.11
01/12/2022,95.5,148.31,120.44,254.69,17.14,4076.57
02/12/2022,94.13,147.81,123.49,255.02,16.88,4071.7
05/12/2022,91.01,146.63,122.43,250.2,16.61,3998.84
06/12/2022,88.25,142.91,114.12,245.12,15.99,3941.26
07/12/2022,88.46,140.94,113.93,244.37,16.12,3933.92
08/12/2022,90.35,142.65,115.33,247.4,17.17,3963.51
09/12/2022,89.09,142.16,115.9,245.42,17,3934.38
12/12/2022,90.55,144.49,114.71,252.51,17.53,3990.56
13/12/2022,92.49,145.47,120.15,256.92,18.07,4019.65
14/12/2022,91.58,143.21,121.59,257.22,17.67,3995.32
15/12/2022,88.45,136.5,116.15,249.01,16.95,3895.75
16/12/2022,87.86,134.51,119.43,244.69,16.57,3852.36
19/12/2022,84.92,132.37,114.48,240.45,16.25,3817.66
20/12/2022,85.19,132.3,117.09,241.8,16.08,3821.62
21/12/2022,86.77,135.45,119.76,244.43,16.5,3878.44
22/12/2022,83.79,132.23,117.12,238.19,15.34,3822.39
23/12/2022,85.25,131.86,118.04,238.73,15.21,3844.82
27/12/2022,83.04,130.03,116.88,236.96,14.12,3829.25
28/12/2022,81.82,126.04,115.62,234.53,14.04,3783.22
29/12/2022,84.18,129.61,120.26,241.01,14.6,3849.28
30/12/2022,84,129.93,120.34,239.82,14.61,3839.5
03/01/2023,85.82,125.07,124.74,239.58,14.31,3824.14
04/01/2023,85.14,126.36,127.37,229.1,14.75,3852.97
05/01/2023,83.12,125.02,126.94,222.31,14.27,3808.1
06/01/2023,86.08,129.62,130.02,224.93,14.86,3895.08
09/01/2023,87.36,130.15,129.47,227.12,15.63,3892.09
10/01/2023,89.87,130.73,132.99,228.85,15.91,3919.25
11/01/2023,95.09,133.49,132.89,235.77,16,3969.61
12/01/2023,95.27,133.41,136.71,238.51,16.51,3983.17
13/01/2023,98.12,134.76,136.98,239.23,16.9,3999.09
17/01/2023,96.05,135.94,135.36,240.35,17.7,3990.97
18/01/2023,95.46,135.21,133.02,235.81,17.38,3928.86
19/01/2023,93.68,135.27,136.15,231.93,16.76,3898.85
20/01/2023,97.25,137.87,139.37,240.22,17.84,3972.61
23/01/2023,97.52,141.11,143.27,242.58,19.19,4019.81
24/01/2023,96.32,142.53,143.14,242.04,19.26,4016.95
25/01/2023,97.18,141.86,141.5,240.61,19.32,4016.22
26/01/2023,99.22,143.96,147.3,248,19.8,4060.43
27/01/2023,102.24,145.93,151.74,248.16,20.36,4070.56
30/01/2023,100.55,143,147.06,242.71,19.16,4017.77
31/01/2023,103.13,144.29,148.97,247.81,19.54,4076.6
01/02/2023,105.15,145.43,153.12,252.75,20.94,4119.21
02/02/2023,112.91,150.82,188.77,264.6,21.71,4179.76
03/02/2023,103.39,154.5,186.53,258.35,21.1,4136.48
06/02/2023,102.18,151.73,186.06,256.77,21.09,4111.08
07/02/2023,102.11,154.65,191.62,267.56,22.17,4164
08/02/2023,100.05,151.92,183.43,266.73,22.2,4117.86
09/02/2023,98.24,150.87,177.92,263.62,22.34,4081.5
10/02/2023,97.61,151.01,174.15,263.1,21.26,4090.46
13/02/2023,99.54,153.85,179.43,271.32,21.79,4137.29
14/02/2023,99.7,153.2,179.48,272.17,22.97,4136.13
15/02/2023,101.16,155.33,177.16,269.32,22.76,4147.6
16/02/2023,98.15,153.71,172.44,262.15,22,4090.41
17/02/2023,97.2,152.55,172.88,258.06,21.39,4079.09
21/02/2023,94.58,148.48,172.08,252.67,20.66,3997.34
22/02/2023,95.79,148.91,171.12,251.51,20.75,3991.05
23/02/2023,95.82,149.4,172.04,254.77,23.66,4012.32
24/02/2023,93.5,146.71,170.39,249.22,23.29,3970.04
27/02/2023,93.76,147.92,169.54,250.16,23.5,3982.24
28/02/2023,94.23,147.41,174.94,249.42,23.22,3970.15
01/03/2023,92.17,145.31,173.42,246.27,22.7,3951.39
02/03/2023,92.13,145.91,174.53,251.11,23.31,3981.35
03/03/2023,94.9,151.03,185.25,255.29,23.89,4045.64
06/03/2023,93.75,153.83,184.9,256.87,23.55,4048.42
07/03/2023,93.55,151.6,184.51,254.15,23.29,3986.37
08/03/2023,93.92,152.87,184.97,253.7,24.18,3992.01
09/03/2023,92.25,150.59,181.69,252.32,23.44,3918.32
10/03/2023,90.73,148.5,179.51,248.59,22.97,3861.59
13/03/2023,92.43,150.47,180.9,253.92,22.97,3855.76
14/03/2023,94.88,152.59,194.02,260.79,24.06,3919.29
15/03/2023,96.2,152.99,197.75,265.44,24.23,3891.93
16/03/2023,100.04,155.85,204.93,276.2,25.54,3960.28
17/03/2023,98.95,155,195.61,279.43,25.73,3916.64
20/03/2023,97.71,157.4,197.81,272.23,25.9,3951.57
21/03/2023,100.61,159.28,202.16,273.78,26.2,4002.87
22/03/2023,98.7,157.83,199.81,272.29,26.47,3936.97
23/03/2023,98.71,158.93,204.28,277.66,27.19,3948.72
24/03/2023,98.13,160.25,206.01,280.57,26.78,3970.99
27/03/2023,98.04,158.28,202.84,276.38,26.53,3977.53
28/03/2023,97.24,157.65,200.68,275.23,26.41,3971.27
29/03/2023,100.25,160.77,205.35,280.51,26.98,4027.81
30/03/2023,102,162.36,207.84,284.05,27.38,4050.83
31/03/2023,103.29,164.9,211.94,288.3,27.78,4109.31
03/04/2023,102.41,166.17,213.07,287.23,27.97,4124.51
04/04/2023,103.95,165.63,214.72,287.18,27.45,4100.6
05/04/2023,101.1,163.76,211.48,284.34,26.88,4090.38
06/04/2023,102.06,164.66,216.1,291.6,27.04,4105.02
10/04/2023,102.17,162.03,214.75,289.39,27.58,4109.11
11/04/2023,99.92,160.8,213.85,282.83,27.17,4108.94
12/04/2023,97.83,160.1,214,283.49,26.5,4091.95
13/04/2023,102.4,165.56,220.35,289.84,26.46,4146.22
14/04/2023,102.51,165.21,221.49,286.14,26.76,4137.64
17/04/2023,102.74,165.23,218.86,288.8,27,4151.32
18/04/2023,102.3,166.47,217.89,288.37,27.67,4154.87
19/04/2023,104.3,167.63,215.7,288.45,27.93,4154.52
20/04/2023,103.81,166.65,213.07,286.11,27.1,4129.79
21/04/2023,106.96,165.02,212.89,285.76,27.12,4133.52
24/04/2023,106.21,165.33,212.79,281.77,27.04,4137.04
25/04/2023,102.57,163.77,207.55,275.42,26.24,4071.63
26/04/2023,104.98,163.76,209.4,295.37,26.96,4055.99
27/04/2023,109.82,168.41,238.56,304.83,27.23,4135.35
28/04/2023,105.45,169.68,240.32,307.26,27.75,4169.48
01/05/2023,102.05,169.59,243.18,305.56,28.91,4167.87
02/05/2023,103.63,168.54,239.24,305.41,28.21,4119.58
03/05/2023,103.65,167.45,237.03,304.4,27.8,4090.75
04/05/2023,104,165.79,233.52,305.41,27.56,4061.22
05/05/2023,105.65,173.57,232.78,310.65,28.68,4136.25
08/05/2023,105.83,173.5,233.27,308.65,29.15,4138.12
09/05/2023,106.62,171.77,233.37,307,28.57,4119.17
10/05/2023,110.19,173.55,233.08,312.31,28.89,4137.64
11/05/2023,112.18,173.75,235.79,310.11,28.58,4130.62
12/05/2023,110.26,172.57,233.81,308.97,28.34,4124.08
15/05/2023,111.2,172.07,238.86,309.46,28.95,4136.28
16/05/2023,113.4,172.07,238.82,311.74,29.21,4109.9
17/05/2023,115.5,172.69,242.49,314,30.18,4158.77
18/05/2023,118.15,175.05,246.85,318.52,31.68,4198.05
19/05/2023,116.25,175.16,245.64,318.34,31.26,4191.98
22/05/2023,115.01,174.2,248.32,321.18,31.18,4192.63
23/05/2023,114.99,171.56,246.74,315.26,30.69,4145.58
24/05/2023,116.75,171.84,249.21,313.85,30.54,4115.24
25/05/2023,115,172.99,252.69,325.92,37.98,4151.28
26/05/2023,120.11,175.43,262.04,332.89,38.95,4205.45
30/05/2023,121.66,177.3,262.52,331.21,40.11,4205.52
31/05/2023,120.58,177.25,264.72,328.39,37.83,4179.83
01/06/2023,122.77,180.09,272.61,332.58,39.77,4221.02
02/06/2023,124.25,180.95,272.61,335.4,39.33,4282.37
05/06/2023,125.3,179.58,271.39,335.94,39.17,4273.79
06/06/2023,126.61,179.21,271.12,333.68,38.65,4283.85
07/06/2023,121.23,177.82,263.6,323.38,37.47,4267.52
08/06/2023,124.25,180.57,264.58,325.26,38.51,4293.93
09/06/2023,123.43,180.96,264.95,326.79,38.77,4298.86
12/06/2023,126.57,183.79,271.05,331.85,39.48,4338.93
13/06/2023,126.66,183.31,271.32,334.29,41.02,4369.01
14/06/2023,126.42,183.95,273.35,337.34,43,4372.59
15/06/2023,127.11,186.01,281.83,348.1,42.65,4425.84
16/06/2023,125.49,184.92,281,342.33,42.69,4409.59
20/06/2023,125.78,185.01,284.33,338.05,43.81,4388.71
21/06/2023,124.83,183.96,281.64,333.56,43.04,4365.69
22/06/2023,130.15,187,284.88,339.71,43.03,4381.89
23/06/2023,129.33,186.68,288.73,335.02,42.21,4348.33
26/06/2023,127.33,185.27,278.47,328.6,40.63,4328.82
27/06/2023,129.18,188.06,287.05,334.57,41.88,4378.41
28/06/2023,129.04,189.25,285.29,335.85,41.12,4376.86
29/06/2023,127.9,189.59,281.53,335.05,40.82,4396.44
30/06/2023,130.36,193.97,286.98,340.54,42.3,4450.38
03/07/2023,130.22,192.46,286.02,337.99,42.41,4455.59
05/07/2023,130.38,191.33,294.37,338.15,42.32,4446.82
06/07/2023,128.36,191.81,291.99,341.27,42.1,4411.59
07/07/2023,129.78,190.68,290.53,337.22,42.5,4398.95
10/07/2023,127.13,188.61,294.1,331.83,42.18,4409.53
11/07/2023,128.78,188.08,298.29,332.47,42.4,4439.26
12/07/2023,130.8,189.77,309.34,337.2,43.9,4472.16
13/07/2023,134.3,190.54,313.41,342.66,45.98,4510.04
14/07/2023,134.68,190.69,308.87,345.24,45.47,4505.42
17/07/2023,133.56,193.99,310.62,345.73,46.46,4522.79
18/07/2023,132.83,193.73,312.05,359.49,47.49,4554.98
19/07/2023,135.36,195.1,316.01,355.08,47.08,4565.72
20/07/2023,129.96,193.13,302.52,346.87,45.52,4534.87
21/07/2023,130,191.94,294.26,343.77,44.31,4536.34
24/07/2023,128.8,192.75,291.61,345.11,44.61,4554.64
25/07/2023,129.13,193.62,294.47,350.98,45.68,4567.46
26/07/2023,128.15,194.5,298.57,337.77,45.45,4566.75
27/07/2023,128.25,193.22,311.71,330.72,45.9,4537.41
28/07/2023,132.21,195.83,325.48,338.37,46.75,4582.23
31/07/2023,133.68,196.45,318.6,335.92,46.73,4588.96
01/08/2023,131.69,195.6,322.71,336.34,46.51,4576.73
02/08/2023,128.21,192.58,314.31,327.5,44.27,4513.39
03/08/2023,128.91,191.17,313.19,326.66,44.51,4501.89
04/08/2023,139.57,181.99,310.73,327.78,44.68,4478.03
07/08/2023,142.22,178.85,316.56,330.11,45.42,4518.44
08/08/2023,139.94,179.8,312.64,326.05,44.66,4499.38
09/08/2023,137.85,178.19,305.21,322.23,42.55,4467.71
10/08/2023,138.56,177.97,305.74,322.93,42.39,4468.83
11/08/2023,138.41,177.79,301.64,321.01,40.85,4464.05
14/08/2023,140.57,179.46,306.19,324.04,43.75,4489.72
15/08/2023,137.67,177.45,301.95,321.86,43.94,4437.86
16/08/2023,135.07,176.57,294.29,320.4,43.49,4404.33
17/08/2023,133.98,174,285.09,316.88,43.34,4370.36
18/08/2023,133.22,174.49,283.25,316.48,43.3,4369.71
21/08/2023,134.68,175.84,289.9,321.88,46.97,4399.77
22/08/2023,134.25,177.23,287.6,322.46,45.67,4387.55
23/08/2023,135.52,181.12,294.24,327,47.12,4436.01
24/08/2023,131.84,176.38,286.75,319.97,47.16,4376.31
25/08/2023,133.26,178.61,285.5,322.98,46.02,4405.71
28/08/2023,133.14,180.19,290.26,323.7,46.83,4433.31
29/08/2023,134.91,184.12,297.99,328.41,48.78,4497.63
30/08/2023,135.07,187.65,295.1,328.79,49.26,4514.87
31/08/2023,138.01,187.87,295.89,327.76,49.35,4507.66
01/09/2023,138.12,189.46,296.38,328.66,48.51,4515.77
05/09/2023,137.27,189.7,300.15,333.55,48.55,4496.83
06/09/2023,135.36,182.91,299.17,332.88,47.06,4465.48
07/09/2023,137.85,177.56,298.67,329.91,46.24,4451.14
08/09/2023,138.23,178.18,297.89,334.27,45.57,4457.49
11/09/2023,143.1,179.36,307.56,337.94,45.18,4487.46
12/09/2023,141.23,176.3,301.66,331.77,44.87,4461.9
13/09/2023,144.85,174.21,305.06,336.06,45.49,4467.44
14/09/2023,144.72,175.74,311.72,338.7,45.58,4505.1
15/09/2023,140.39,175.01,300.31,330.22,43.9,4450.32
18/09/2023,139.98,177.97,302.55,329.06,43.97,4453.53
19/09/2023,137.63,179.07,305.07,328.65,43.52,4443.95
20/09/2023,135.29,175.49,299.67,320.77,42.24,4402.2
21/09/2023,129.33,173.93,295.73,319.53,41.02,4330
22/09/2023,129.12,174.79,299.08,317.01,41.61,4320.06
25/09/2023,131.27,176.08,300.83,317.54,42.22,4337.44
26/09/2023,125.98,171.96,298.96,312.14,41.91,4273.53
27/09/2023,125.98,170.43,297.74,312.79,42.47,4274.51
28/09/2023,125.98,170.69,303.96,313.64,43.09,4299.7
29/09/2023,127.12,171.21,300.21,315.75,43.5,4288.05
02/10/2023,129.46,173.75,306.82,321.8,44.78,4288.39
03/10/2023,124.72,172.4,300.94,313.39,43.52,4229.45
04/10/2023,127,173.66,305.58,318.95,44.04,4263.75
05/10/2023,125.96,174.91,304.79,319.36,44.69,4258.19
06/10/2023,127.96,177.49,315.43,327.26,45.76,4308.5
09/10/2023,128.26,178.99,318.36,329.82,45.27,4335.66
10/10/2023,129.48,178.39,321.84,328.39,45.8,4358.24
11/10/2023,131.83,179.8,327.82,332.42,46.81,4376.95
12/10/2023,132.33,180.71,324.16,331.16,46.94,4349.61
13/10/2023,129.79,178.85,314.69,327.73,45.46,4327.78
16/10/2023,132.55,178.72,321.15,332.64,46.1,4373.63
17/10/2023,131.47,177.15,324,332.06,43.94,4373.2
18/10/2023,128.13,175.84,316.97,330.11,42.2,4314.6
19/10/2023,128.4,175.46,312.81,331.32,42.1,4278
20/10/2023,125.17,172.88,308.65,326.67,41.39,4224.16
23/10/2023,126.56,173,314.01,329.32,42.97,4217.04
24/10/2023,128.56,173.44,312.55,330.53,43.66,4247.68
25/10/2023,121.39,171.1,299.53,340.67,41.78,4186.77
26/10/2023,119.57,166.89,288.35,327.89,40.33,4137.23
27/10/2023,127.74,168.22,296.73,329.81,40.5,4117.37
30/10/2023,132.71,170.29,302.66,337.31,41.16,4166.82
31/10/2023,133.09,170.77,301.27,338.11,40.78,4193.8
01/11/2023,137,173.97,311.85,346.07,42.33,4237.86
02/11/2023,138.07,177.57,310.87,348.32,43.51,4317.78
03/11/2023,138.6,176.65,314.6,352.8,45.01,4358.34
06/11/2023,139.74,179.23,315.8,356.53,45.75,4365.98
07/11/2023,142.71,181.82,318.82,360.53,45.96,4378.38
08/11/2023,142.08,182.89,319.78,363.2,46.57,4382.78
09/11/2023,140.6,182.41,320.55,360.69,46.95,4347.35
10/11/2023,143.56,186.4,328.77,369.67,48.33,4415.24
13/11/2023,142.59,184.8,329.19,366.68,48.62,4411.55
14/11/2023,145.8,187.44,336.31,370.27,49.66,4495.7
15/11/2023,143.2,188.01,332.71,369.67,48.89,4502.88
16/11/2023,142.83,189.71,334.19,376.17,49.48,4508.24
17/11/2023,145.18,189.69,335.04,369.85,49.3,4514.02
20/11/2023,146.13,191.45,339.97,377.44,50.41,4547.38
21/11/2023,143.9,190.64,336.98,373.07,49.94,4538.19
22/11/2023,146.71,191.31,341.49,377.85,48.72,4556.62
24/11/2023,146.74,189.97,338.23,377.43,47.78,4559.34
27/11/2023,147.73,189.79,334.7,378.61,48.24,4550.43
28/11/2023,147.03,190.4,338.99,382.7,47.82,4554.89
29/11/2023,146.32,189.37,332.2,378.85,48.14,4550.58
30/11/2023,146.09,189.95,327.15,378.91,46.77,4567.8
01/12/2023,147.03,191.24,324.82,374.51,46.76,4594.63
04/12/2023,144.84,189.43,320.02,369.14,45.51,4569.78
05/12/2023,146.88,193.42,318.29,372.52,46.57,4567.18
06/12/2023,144.52,192.32,317.45,368.8,45.5,4549.34
07/12/2023,146.88,194.27,326.59,370.95,46.6,4585.59
08/12/2023,147.42,195.71,332.75,374.23,47.51,4604.37
11/12/2023,145.89,193.18,325.28,371.3,46.63,4622.44
12/12/2023,147.48,194.71,334.22,374.38,47.66,4643.7
13/12/2023,148.84,197.96,334.74,374.37,48.09,4707.09
14/12/2023,147.42,198.11,333.17,365.93,48.35,4719.55
15/12/2023,149.97,197.57,334.92,370.73,48.89,4719.19
18/12/2023,154.07,195.89,344.62,372.65,50.08,4740.56
19/12/2023,153.79,196.94,350.36,373.26,49.6,4768.37
20/12/2023,152.12,194.83,349.28,370.62,48.11,4698.35
21/12/2023,153.84,194.68,354.09,373.54,48.99,4746.75
22/12/2023,153.42,193.6,353.39,374.58,48.83,4754.63
26/12/2023,153.41,193.05,354.83,374.66,49.28,4774.75
27/12/2023,153.34,193.15,357.83,374.07,49.42,4781.58
28/12/2023,153.38,193.58,358.32,375.28,49.52,4783.35
29/12/2023,151.94,192.53,353.96,376.04,49.52,4769.83
02/01/2024,149.93,185.64,346.29,370.87,48.17,4742.83
03/01/2024,148.47,184.25,344.47,370.6,47.57,4704.81
04/01/2024,144.57,181.91,347.12,367.94,48,4688.68
05/01/2024,145.24,181.18,351.95,367.75,49.1,4697.24
08/01/2024,149.1,185.56,358.66,374.69,52.25,4763.54
09/01/2024,151.37,185.14,357.43,375.79,53.14,4756.5
10/01/2024,153.73,186.19,370.47,382.77,54.35,4783.45
11/01/2024,155.18,185.59,369.67,384.63,54.82,4780.24
12/01/2024,154.62,185.92,374.49,388.47,54.71,4783.83
16/01/2024,153.16,183.63,367.46,390.27,56.38,4765.98
17/01/2024,151.71,182.68,368.37,389.47,56.05,4739.21
18/01/2024,153.5,188.63,376.13,393.87,57.11,4780.94
19/01/2024,155.34,191.56,383.45,398.67,59.49,4839.81
22/01/2024,154.78,193.89,381.78,396.51,59.65,4850.43
23/01/2024,156.02,195.18,385.2,398.9,59.87,4864.6
24/01/2024,156.87,194.5,390.7,402.56,61.36,4868.55
25/01/2024,157.75,194.17,393.18,404.87,61.62,4894.16
26/01/2024,159.12,192.42,394.14,403.93,61.03,4890.97
29/01/2024,161.26,191.73,401.02,409.72,62.47,4927.93
30/01/2024,159,188.04,400.06,408.59,62.77,4924.97
31/01/2024,155.2,184.4,390.14,397.58,61.53,4845.65
01/02/2024,159.28,186.86,394.78,403.78,63.03,4906.19
02/02/2024,171.81,185.85,474.99,411.22,66.16,4958.61
05/02/2024,170.31,187.68,459.41,405.65,69.33,4942.81
06/02/2024,169.15,189.3,454.72,405.49,68.22,4954.23
07/02/2024,170.53,189.41,469.59,414.05,70.1,4995.06
08/02/2024,169.84,188.32,470,414.11,69.64,4997.91
09/02/2024,174.45,188.85,468.11,420.55,72.13,5026.61
12/02/2024,172.34,187.15,468.9,415.26,72.25,5021.84
13/02/2024,168.64,185.04,460.12,406.32,72.13,4953.17
14/02/2024,170.98,184.15,473.28,409.49,73.9,5000.62
15/02/2024,169.8,183.86,484.03,406.56,72.66,5029.73
16/02/2024,169.51,182.31,473.32,404.06,72.61,5005.57
20/02/2024,167.08,181.56,471.75,402.79,69.45,4975.51
21/02/2024,168.59,182.32,468.03,402.18,67.47,4981.8
22/02/2024,174.58,184.37,486.13,411.65,78.54,5087.03
23/02/2024,174.99,182.52,484.03,410.34,78.82,5088.8
26/02/2024,174.73,181.16,481.74,407.54,79.09,5069.53
27/02/2024,173.54,182.63,487.05,407.48,78.7,5078.18
28/02/2024,173.16,181.42,484.02,407.72,77.66,5069.76
29/02/2024,176.76,180.75,490.13,413.64,79.11,5096.27
01/03/2024,178.22,179.66,502.3,415.5,82.28,5137.08
04/03/2024,177.58,175.1,498.19,414.92,85.24,5130.95
05/03/2024,174.12,170.12,490.22,402.65,85.96,5078.65
06/03/2024,173.51,169.12,496.09,402.09,88.7,5104.76
07/03/2024,176.82,169,512.19,409.14,92.67,5157.36
08/03/2024,175.35,170.73,505.95,406.22,87.53,5123.69
11/03/2024,171.96,172.75,483.59,404.52,85.77,5117.94
12/03/2024,175.39,173.23,499.75,415.28,91.91,5175.27
13/03/2024,176.55,171.13,495.57,415.1,90.89,5165.31
14/03/2024,178.75,173,491.83,425.22,87.94,5150.48
15/03/2024,174.42,172.62,484.1,416.42,87.84,5117.09
18/03/2024,174.48,173.72,496.98,417.32,88.46,5149.42
19/03/2024,175.9,176.08,496.24,421.41,89.4,5178.51
20/03/2024,178.15,178.67,505.52,425.23,90.37,5224.62
21/03/2024,178.15,171.37,507.76,429.37,91.43,5241.53
22/03/2024,178.87,172.28,509.58,428.74,94.29,5234.18
25/03/2024,179.71,170.85,503.02,422.86,95,5218.19
26/03/2024,178.3,169.71,495.89,421.65,92.56,5203.58
27/03/2024,179.83,173.31,493.86,421.43,90.25,5248.49
28/03/2024,180.38,171.48,485.58,420.72,90.36,5254.35
01/04/2024,180.97,170.03,491.35,424.57,90.36,5243.77
02/04/2024,180.69,168.84,497.37,421.44,89.45,5205.81
03/04/2024,182.41,169.65,506.74,420.45,88.96,5211.49
04/04/2024,180,168.82,510.92,417.88,85.9,5147.21
05/04/2024,185.07,169.58,527.34,425.52,88.01,5204.34
08/04/2024,185.19,168.45,519.25,424.59,87.13,5202.39
09/04/2024,185.67,169.67,516.9,426.28,85.35,5209.91
10/04/2024,185.95,167.78,519.83,423.26,87.04,5160.64
11/04/2024,189.05,175.04,523.16,427.93,90.62,5199.06
12/04/2024,186.13,176.55,511.9,421.9,88.19,5123.41
15/04/2024,183.62,172.69,500.23,413.64,86,5061.82
16/04/2024,183.32,169.38,499.76,414.58,87.42,5051.41
17/04/2024,181.28,168,494.17,411.84,84.04,5022.21
18/04/2024,179.22,167.04,501.8,404.27,84.67,5011.12
19/04/2024,174.63,165,481.07,399.12,76.2,4967.23
22/04/2024,177.23,165.84,481.73,400.96,79.52,5010.6
23/04/2024,179.54,166.9,496.1,407.57,82.42,5070.55
24/04/2024,176.59,169.02,493.5,409.06,79.68,5071.63
25/04/2024,173.67,169.89,441.38,399.04,82.63,5048.42
26/04/2024,179.62,169.3,443.29,406.32,87.74,5099.96
29/04/2024,180.96,173.5,432.62,402.25,87.76,5116.17
30/04/2024,175,170.33,430.17,389.33,86.4,5035.69
01/05/2024,179,169.3,439.19,394.94,83.04,5018.39
02/05/2024,184.72,173.03,441.68,397.84,85.82,5064.2
03/05/2024,186.21,183.38,451.96,406.66,88.79,5127.79
06/05/2024,188.7,181.71,465.68,413.54,92.14,5180.74
07/05/2024,188.76,182.4,468.24,409.34,90.55,5187.7
08/05/2024,188,182.74,472.6,410.54,90.41,5187.67
09/05/2024,189.5,184.57,475.42,412.32,88.75,5214.08
10/05/2024,187.48,183.05,476.2,414.74,89.88,5222.68
13/05/2024,186.57,186.28,468.01,413.72,90.4,5221.42
14/05/2024,187.07,187.43,471.85,416.56,91.36,5246.68
15/05/2024,185.99,189.72,481.54,423.08,94.63,5308.15
16/05/2024,183.63,189.84,473.23,420.99,94.36,5297.1
17/05/2024,184.7,189.87,471.91,420.21,92.48,5303.27
20/05/2024,183.54,191.04,468.84,425.34,94.78,5308.13
21/05/2024,183.15,192.35,464.63,429.04,95.39,5321.41
22/05/2024,183.13,190.9,467.78,430.52,94.95,5307.01
23/05/2024,181.05,186.88,465.78,427,103.8,5267.84
24/05/2024,180.75,189.98,478.22,430.16,106.47,5304.72
28/05/2024,182.15,189.99,479.92,430.32,113.9,5306.04
29/05/2024,182.02,190.29,474.36,429.17,114.82,5266.95
30/05/2024,179.32,191.29,467.05,414.67,110.5,5235.48
31/05/2024,176.44,192.25,466.83,415.13,109.63,5277.51
03/06/2024,178.34,194.03,477.49,413.52,115,5283.4
04/06/2024,179.34,194.35,476.99,416.07,116.44,5291.34
05/06/2024,181.28,195.87,495.06,424.01,122.44,5354.03
06/06/2024,185,194.48,493.76,424.52,121,5352.96
07/06/2024,184.3,196.89,492.96,423.85,120.89,5346.99
